filename,cluster_label
../Dataset\ISIC_Melanoma_Data\benign\1550.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1551.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1552.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1553.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1554.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1555.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1556.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1557.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1558.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1560.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1561.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1562.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1563.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1564.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1565.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1566.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1567.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1568.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1569.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1570.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1571.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1572.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1573.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1574.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1575.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1577.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1580.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1581.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1582.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1583.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1584.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1585.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1586.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1587.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1588.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1589.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1590.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1591.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1593.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1594.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1595.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1596.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1597.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1598.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1599.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1600.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1601.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1603.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1604.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1605.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1606.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1608.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1609.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1612.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1613.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1614.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1615.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1616.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1617.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1618.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1619.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1620.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1621.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1622.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1623.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1624.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1625.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1626.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1627.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1629.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1630.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1631.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1633.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1635.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1636.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1638.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1639.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1640.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1641.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1643.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1644.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1645.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1647.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1649.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1650.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1651.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1652.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1653.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1654.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1656.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1658.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1659.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1660.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1661.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1662.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1663.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1664.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1665.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1666.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1667.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1668.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1669.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1670.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1671.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1673.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1674.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1675.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1676.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1677.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1678.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1679.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1680.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1681.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1683.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1684.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1685.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1686.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1688.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1689.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1690.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1691.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1692.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1693.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1694.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1695.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1697.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1698.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1699.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1700.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1702.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1703.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1705.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1706.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1707.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1708.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1709.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1712.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1713.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1715.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1716.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1717.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1718.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1720.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1722.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1723.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1724.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1725.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1726.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1727.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1728.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1729.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1730.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1732.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1733.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1734.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1735.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1736.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1738.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1739.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1740.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1741.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1742.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1743.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1744.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1746.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1749.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1750.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1751.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1752.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1753.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1754.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1755.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1759.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1760.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1761.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1762.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1763.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1765.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1766.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1767.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1769.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1770.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1771.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1772.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1774.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1775.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1776.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1777.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1778.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1779.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1780.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\1781.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1782.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1783.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1784.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1785.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1786.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1787.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\1788.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\1789.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1790.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1791.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1792.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1793.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\1794.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\1795.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1796.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\1799.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\362.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\363.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\364.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\365.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\366.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\368.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\370.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\371.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\372.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\373.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\374.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\375.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\376.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\377.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\380.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\381.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\382.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\383.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\384.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\386.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\387.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\390.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\391.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\392.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\393.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\395.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\396.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\397.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\398.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\399.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\400.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\401.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\402.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\403.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\405.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\406.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\408.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\409.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\410.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\411.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\412.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\413.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\415.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\416.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\417.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\418.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\420.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\421.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\422.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\423.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\424.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\425.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\426.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\429.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\430.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\431.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\432.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\434.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\435.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\438.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\439.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\440.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\441.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\442.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\443.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\445.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\446.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\447.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\448.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\450.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\451.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\452.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\453.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\455.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\456.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\458.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\459.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\460.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\461.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\463.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\464.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\465.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\466.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\467.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\468.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\469.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\470.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\471.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\472.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\473.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\474.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\476.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\477.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\478.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\480.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\481.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\482.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\483.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\485.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\486.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\487.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\488.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\489.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\490.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\491.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\492.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\493.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\494.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\496.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\497.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\498.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\499.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\500.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\501.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\502.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\503.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\504.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\505.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\506.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\507.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\508.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\509.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\510.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\511.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\512.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\513.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\514.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\515.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\516.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\517.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\518.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\519.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\521.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\522.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\523.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\524.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\525.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\526.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\528.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\529.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\530.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\531.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\533.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\534.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\537.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\538.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\539.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\540.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\541.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\542.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\543.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\544.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\546.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\547.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\549.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\550.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\551.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\553.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\554.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\555.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\556.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\557.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\563.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\564.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\565.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\567.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\568.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\569.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\570.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\571.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\576.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\577.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\578.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\579.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\581.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\582.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\583.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\584.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\585.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\586.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\587.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\589.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\590.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\591.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\592.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\593.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\594.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\595.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\597.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\598.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\599.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\600.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\601.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\602.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\604.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\605.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\606.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\607.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\608.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\609.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\610.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\611.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\613.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\614.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\615.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\616.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\617.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\618.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\619.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\620.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\621.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\622.jpg,2
../Dataset\ISIC_Melanoma_Data\benign\625.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\627.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\628.jpg,0
../Dataset\ISIC_Melanoma_Data\benign\629.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\630.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\632.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\633.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\637.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\638.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\639.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\640.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\641.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\643.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\645.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\646.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\648.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\649.jpg,3
../Dataset\ISIC_Melanoma_Data\benign\650.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\651.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\652.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\653.jpg,5
../Dataset\ISIC_Melanoma_Data\benign\654.jpg,1
../Dataset\ISIC_Melanoma_Data\benign\655.jpg,4
../Dataset\ISIC_Melanoma_Data\benign\656.jpg,3
